36	1	2
41	1	2
47	1	2
39	1	2
38	1	2
36	1	2
38	1	2
33	1	2
34	1	2
34	1	2
34	1	2
33	1	2
33	1	2
35	1	2
42	1	2
55	1	2
56	1	2
54	1	2
42	1	2
41	1	2
39	1	2
39	1	2
46	1	2
44	1	2
44	1	2
45	1	2
45	1	2
45	1	2
46	1	2
48	1	2
48	1	2
35	1	2
40	1	2
35	1	2
35	1	2
35	1	2
36	1	2
38	1	2
39	1	2
40	1	2
39	1	2
41	1	2
44	1	2
44	1	2
44	1	2
43	1	2
36	1	2
36	1	2
37	1	2
35	1	2
35	1	2
37	1	2
43	1	2
38	1	2
42	1	2
45	1	2
41	1	2
43	1	2
43	1	2
39	1	2
40	1	2
38	1	2
39	1	2
39	1	2
38	1	2
37	1	2
37	1	2
37	1	2
36	1	2
35	1	2
34	1	2
34	1	2
36	1	2
38	1	2
39	1	2
36	1	2
34	1	2
42	1	2
41	1	2
41	1	2
51	1	2
54	1	2
54	1	2
57	1	2
57	1	2
56	1	2
56	1	2
56	1	2
58	1	2
56	1	2
56	1	2
56	1	2
58	1	2
56	1	2
57	1	2
57	1	2
57	1	2
47	1	2
51	1	2
54	1	2
54	1	2
55	1	2
50	1	2
49	1	2
48	1	2
49	1	2
48	1	2
48	1	2
49	1	2
45	1	2
45	1	2
46	1	2
47	1	2
46	1	2
44	1	2
45	1	2
43	1	2
47	1	2
45	1	2
46	1	2
42	1	2
42	1	2
42	1	2
44	1	2
46	1	2
45	1	2
46	1	2
47	1	2
48	1	2
46	1	2
47	1	2
52	1	2
53	1	2
53	1	2
53	1	2
56	1	2
56	1	2
52	1	2
51	1	2
51	1	2
49	1	2
52	2	2
32	1	2
35	1	2
35	1	2
49	1	2
43	1	2
44	1	2
46	1	2
47	1	2
46	1	2
46	1	2
46	1	2
50	1	2
47	1	2
41	1	2
41	1	2
38	1	2
38	1	2
56	1	2
58	1	2
49	1	2
48	1	2
48	1	2
47	1	2
44	1	2
44	1	2
36	1	2
43	1	2
47	1	2
44	1	2
38	1	2
36	1	2
38	1	2
39	1	2
39	1	2
37	1	2
37	1	2
36	1	2
35	1	2
34	1	2
35	1	2
35	1	2
40	1	2
40	1	2
49	1	2
45	1	2
45	1	2
46	1	2
47	1	2
43	1	2
41	1	2
39	1	2
42	1	2
42	1	2
37	1	2
38	1	2
41	1	2
38	1	2
37	1	2
36	1	2
43	1	2
44	1	2
43	1	2
47	1	2
47	1	2
48	1	2
49	2	2
50	1	2
55	1	2
55	1	2
57	1	2
56	1	2
56	1	2
52	1	2
54	1	2
54	1	2
44	1	2
33	1	2
41	1	2
41	1	2
41	1	2
40	1	2
48	1	2
56	1	2
58	1	2
58	1	2
56	1	2
51	1	2
51	1	2
49	1	2
52	1	2
56	1	2
57	1	2
49	1	2
47	1	2
44	1	2
45	1	2
45	1	2
44	1	2
46	1	2
42	1	2
45	1	2
48	1	2
49	1	2
48	1	2
45	1	2
44	1	2
44	1	2
52	1	2
52	1	2
51	1	2
56	1	2
57	1	2
57	1	2
58	1	2
56	1	2
54	1	2
55	1	2
55	1	2
55	1	2
53	1	2
49	1	2
38	1	2
52	1	2
51	1	2
51	1	2
51	1	2
50	1	2
51	1	2
48	1	2
47	1	2
45	1	2
43	1	2
49	1	2
46	1	2
43	1	2
40	1	2
38	1	2
38	1	2
36	1	2
35	1	2
33	1	2
34	1	2
34	1	2
33	1	2
33	1	2
32	1	2
35	1	2
39	1	2
41	1	2
46	1	2
49	1	2
50	1	2
43	1	2
53	1	2
58	1	2
53	1	2
52	1	2
54	1	2
47	1	2
46	1	2
46	1	2
51	1	2
56	1	2
58	1	2
57	1	2
58	1	2
53	1	2
54	1	2
32	1	2
35	1	2
42	1	2
48	1	2
51	1	2
44	1	2
49	1	2
52	1	2
45	1	2
45	1	2
50	1	2
55	1	2
39	2	2
39	1	2
40	1	2
39	1	2
41	1	2
39	1	2
44	1	2
44	1	2
42	1	2
43	1	2
40	1	2
40	1	2
43	1	2
43	1	2
40	1	2
43	1	2
45	1	2
46	1	2
49	1	2
50	1	2
50	1	2
48	1	2
48	1	2
46	1	2
43	1	2
43	1	2
48	1	2
51	1	2
52	1	2
50	1	2
51	1	2
56	1	2
52	1	2
42	1	2
42	1	2
43	1	2
45	1	2
45	1	2
46	1	2
46	1	2
48	1	2
52	1	2
49	1	2
50	1	2
52	1	2
53	1	2
56	1	2
57	1	2
56	1	2
51	1	2
51	1	2
51	1	2
49	1	2
48	1	2
48	1	2
55	1	2
51	1	2
51	1	2
52	1	2
52	1	2
51	1	2
50	1	2
50	1	2
49	1	2
48	1	2
36	1	2
37	1	2
37	1	2
37	1	2
37	1	2
38	1	2
44	1	2
44	1	2
44	1	2
41	1	2
43	1	2
43	1	2
43	1	2
44	1	2
34	1	2
34	1	2
47	1	2
45	1	2
46	1	2
47	1	2
46	1	2
45	1	2
44	1	2
42	1	2
43	1	2
42	2	2
47	1	2
47	1	2
46	1	2
48	1	2
41	1	2
39	1	2
42	1	2
38	1	2
41	1	2
40	1	2
42	1	2
44	1	2
42	1	2
41	1	2
40	1	2
40	1	2
40	1	2
40	1	2
45	1	2
45	1	2
45	1	2
45	1	2
46	1	2
53	1	2
55	1	2
53	1	2
53	1	2
46	1	2
45	1	2
45	1	2
45	1	2
49	1	2
47	1	2
46	1	2
46	1	2
46	1	2
45	1	2
45	1	2
47	1	2
47	1	2
46	1	2
43	1	2
44	1	2
41	1	2
41	1	2
41	1	2
40	1	2
38	1	2
33	1	2
33	1	2
40	1	2
33	1	2
36	1	2
